Carport,Dapur,Daya Listrik,Garasi,Jumlah Lantai,Kamar Mandi,Kamar Tidur,Kondisi Perabotan,Luas Bangunan,Luas Tanah,Nomor Lantai,Sertifikat,Tahun Dibangun,address,latitude,longitude,price_currency,price_unit,price_value
1.0,1.0,,1.0,2.0,2.0,2.0,Unfurnished,50 m²,43 m²,,SHM - Sertifikat Hak Milik,2022.0,"Tanjung Barat, Jakarta Selatan",-6.31001,106.85297,Rp,Miliar,"1,1"
1.0,1.0,5500 Watt,1.0,2.0,3.0,3.0,Unfurnished,160 m²,98 m²,,SHM - Sertifikat Hak Milik,,"Utan Kayu, Jakarta Timur",-6.196758099999999,106.8665147,Rp,Miliar,"2,3"
2.0,2.0,,2.0,2.0,4.0,4.0,,305 m²,240 m²,,HGB - Hak Guna Bangunan,,"Raffles Hills, Jakarta Timur",-6.31741,106.889,Rp,Miliar,"3,95"
,,5500 Watt,,1.0,,,,200 m²,150 m²,,SHM - Sertifikat Hak Milik,2020.0,"Citra Garden, Jakarta Barat",-6.1585,106.747,Rp,Miliar,"3,5"
3.0,2.0,6600 Watt,2.0,1.0,2.0,4.0,Unfurnished,307 m²,864 m²,,SHM - Sertifikat Hak Milik,,"Mampang, Jakarta Selatan",-6.2481661,106.8262565,Rp,Miliar,19
,,,,,,,,450 m²,230 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.12367,106.75318,Rp,Miliar,11
,1.0,,,,2.0,4.0,Unfurnished,120 m²,203 m²,,HGB - Hak Guna Bangunan,2000.0,"Tebet, Jakarta Selatan",-6.22584,106.85681,Rp,Miliar,"1,95"
,,,,2.0,3.0,3.0,Semi Furnished,200 m²,136 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"5,6"
2.0,1.0,2200 Watt,2.0,2.0,2.0,3.0,Semi Furnished,168 m²,118 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.159817599999999,106.7853922,Rp,Miliar,"2,85"
,,,,,2.0,3.0,Furnished,107 m²,,20.0,SHM - Sertifikat Hak Milik,2020.0,"Central Park, Jakarta Barat",-6.176987,106.7911609,Rp,Miliar,"2,99"
,,,,,3.0,3.0,Furnished,167 m²,,,SHM - Sertifikat Hak Milik,,"Tanah Abang, Jakarta Pusat",-6.203972299999999,106.8051365,Rp,Miliar,"7,5"
3.0,1.0,,3.0,2.0,4.0,4.0,Furnished,468 m²,300 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.15899,106.79331,Rp,Miliar,"7,8"
1.0,,5500 Watt,,1.0,2.0,3.0,Unfurnished,103 m²,148 m²,,SHM - Sertifikat Hak Milik,,"Pulomas, Jakarta Timur",-6.1767958,106.8790112,Rp,Miliar,"2,9"
1.0,1.0,2200 Watt,1.0,3.0,3.0,9.0,Furnished,128 m²,55 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.159817599999999,106.7853922,Rp,Juta,900
2.0,1.0,,2.0,5.0,17.0,17.0,Furnished,388 m²,98 m²,,SHM - Sertifikat Hak Milik,2022.0,"Tambora, Jakarta Barat",-6.144,106.81248,Rp,Miliar,"5,79"
2.0,1.0,2200 Watt,1.0,5.0,17.0,17.0,Furnished,388 m²,98 m²,,SHM - Sertifikat Hak Milik,2022.0,"Angke, Jakarta Barat",-6.1454501,106.7957153,Rp,Miliar,"5,79"
2.0,1.0,5500 Watt,2.0,2.0,5.0,5.0,Semi Furnished,318 m²,246 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.159817599999999,106.7853922,Rp,Miliar,"7,99"
2.0,2.0,5500 Watt,2.0,3.0,5.0,5.0,Unfurnished,490 m²,168 m²,,SHM - Sertifikat Hak Milik,2024.0,"Pluit, Jakarta Utara",-6.113894200000001,106.7853922,Rp,Miliar,"7,8"
4.0,1.0,,4.0,4.0,4.0,9.0,Furnished,668 m²,198 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.15899,106.79331,Rp,Miliar,"6,2"
,,,,,3.0,3.0,Furnished,135 m²,,20.0,SHM - Sertifikat Hak Milik,2019.0,"Grogol, Jakarta Barat",-6.161697999999999,106.7846412,Rp,Miliar,"3,5"
2.0,1.0,3500 Watt,,2.0,3.0,3.0,Semi Furnished,140 m²,93 m²,,SHM - Sertifikat Hak Milik,2014.0,"Pondok Bambu, Jakarta Timur",-6.2325788,106.9033981,Rp,Miliar,"2,7"
1.0,1.0,4400 Watt,1.0,2.0,3.0,5.0,Unfurnished,315 m²,282 m²,,SHM - Sertifikat Hak Milik,,"Pondok Indah, Jakarta Selatan",-6.2775326,106.7794935,Rp,Miliar,"16,5"
,,,,,1.0,2.0,Furnished,72 m²,,5.0,SHM - Sertifikat Hak Milik,,"Kebayoran Baru, Jakarta Selatan",-6.2456989371893,106.80892815857,Rp,Miliar,"1,85"
,1.0,2200 Watt,2.0,,2.0,4.0,Semi Furnished,148 m²,204 m²,,SHM - Sertifikat Hak Milik,,"Kebayoran Baru, Jakarta Selatan",-6.2452337,106.7999471,Rp,Miliar,"6,3"
,,,,,2.0,3.0,Semi Furnished,120 m²,,,SHM - Sertifikat Hak Milik,,"Lebak Bulus, Jakarta Selatan",-6.31254,106.80421,Rp,Miliar,"2,4"
,,,,3.0,24.0,52.0,Furnished,304 m²,195 m²,,SHM - Sertifikat Hak Milik,,"Tanah Abang, Jakarta Pusat",-6.20161,106.81714,Rp,Miliar,8
,,,,,1.0,2.0,Furnished,50 m²,,10.0,SHM - Sertifikat Hak Milik,2019.0,"Grogol, Jakarta Barat",-6.161697999999999,106.7846412,Rp,Miliar,"1,35"
,,,,,,,,200 m²,417 m²,,SHM - Sertifikat Hak Milik,,"Cilincing, Jakarta Utara",-6.12648,106.95108,Rp,Miliar,"1,3"
,,,,,,,,167 m²,167 m²,,SHM - Sertifikat Hak Milik,,"Tanjung Priok, Jakarta Utara",-6.11776,106.86983,Rp,Miliar,"1,15"
1.0,1.0,2200 Watt,,1.0,1.0,2.0,Unfurnished,36 m²,72 m²,,SHM - Sertifikat Hak Milik,,"Grogol, Jakarta Barat",-6.161697999999999,106.7846412,Rp,Juta,423
1.0,1.0,6600 Watt,1.0,2.0,2.0,3.0,Unfurnished,250 m²,300 m²,,SHM - Sertifikat Hak Milik,1990.0,"Kebayoran Baru, Jakarta Selatan",-6.2452337,106.7999471,Rp,Miliar,21
3.0,,,2.0,2.0,4.0,5.0,Unfurnished,835 m²,571 m²,,SHM - Sertifikat Hak Milik,2001.0,"Kebayoran Baru, Jakarta Selatan",-6.175445,106.82800429999998,unknown,unknown,unknown
1.0,1.0,5500 Watt,2.0,2.0,4.0,5.0,Semi Furnished,180 m²,130 m²,,SHM - Sertifikat Hak Milik,2020.0,"Cipayung, Jakarta Timur",-6.3153539,106.8928693,Rp,Miliar,"3,8"
2.0,1.0,4400 Watt,,2.0,3.0,4.0,Unfurnished,260 m²,230 m²,,SHM - Sertifikat Hak Milik,2000.0,"Pulogebang, Jakarta Timur",-6.2079551,106.9535691,Rp,Miliar,"2,8"
,,,,,2.0,2.0,Furnished,124 m²,,,"Lainnya (PPJB,Girik,Adat,dll)",,"Kemang, Jakarta Selatan",-6.2777834,106.8114224,Rp,Miliar,"2,6"
1.0,1.0,,,2.0,2.0,3.0,Furnished,76 m²,60 m²,,SHM - Sertifikat Hak Milik,,"Green Lake City, Jakarta Barat",-6.180283,106.710804,Rp,Miliar,2
,,,,,2.0,2.0,Unfurnished,75 m²,,19.0,SHM - Sertifikat Hak Milik,2021.0,"Cempaka Putih, Jakarta Pusat",-6.1868333,106.8665002,Rp,Miliar,"1,45"
,1.0,7700 Watt,1.0,1.0,3.0,4.0,Semi Furnished,320 m²,300 m²,,SHM - Sertifikat Hak Milik,,"Kedoya Baru, Jakarta Barat",-6.183887599999999,106.764448,Rp,Miliar,8
,,,,,1.0,2.0,Semi Furnished,75 m²,,18.0,HGB - Hak Guna Bangunan,2020.0,"Cempaka Putih, Jakarta Pusat",-6.1868333,106.8665002,Rp,Juta,75
,,,,,1.0,2.0,Furnished,76 m²,,8.0,SHM - Sertifikat Hak Milik,2006.0,"Pademangan, Jakarta Utara",-6.1339405,106.8383529,Rp,Miliar,"1,15"
1.0,1.0,2200 Watt,1.0,4.0,3.0,2.0,,128 m²,56 m²,,SHM - Sertifikat Hak Milik,2022.0,"Jelambar, Jakarta Barat",-6.15899,106.79331,Rp,Miliar,"2,1"
1.0,1.0,,1.0,3.0,2.0,2.0,,188 m²,101 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.159817599999999,106.7853922,Rp,Miliar,"2,8"
3.0,1.0,,3.0,2.0,3.0,5.0,Furnished,368 m²,252 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.159817599999999,106.7853922,unknown,unknown,unknown
2.0,1.0,,2.0,1.0,3.0,4.0,Furnished,83 m²,117 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.15899,106.79331,Rp,Miliar,"1,89"
3.0,1.0,,3.0,1.0,2.0,4.0,Furnished,188 m²,230 m²,,SHM - Sertifikat Hak Milik,2018.0,"Jelambar, Jakarta Barat",-6.15899,106.79331,unknown,unknown,unknown
1.0,1.0,,1.0,3.0,3.0,3.0,Semi Furnished,138 m²,67 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.15899,106.79331,Rp,Miliar,"1,85"
3.0,1.0,,3.0,2.0,4.0,6.0,Furnished,388 m²,260 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.159817599999999,106.7853922,Rp,Miliar,"6,7"
2.0,1.0,,2.0,1.0,2.0,2.0,,168 m²,210 m²,,HGB - Hak Guna Bangunan,2015.0,"Jelambar, Jakarta Barat",-6.15899,106.79331,Rp,Miliar,"3,3"
1.0,1.0,3500 Watt,1.0,4.0,3.0,3.0,Furnished,290 m²,100 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.159817599999999,106.7853922,Rp,Miliar,"3,3"
2.0,1.0,,2.0,3.0,3.0,3.0,,198 m²,90 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.15899,106.79331,Rp,Miliar,"2,75"
,,,,3.0,,4.0,Semi Furnished,630 m²,375 m²,,SHM - Sertifikat Hak Milik,2002.0,"Muara Karang, Jakarta Utara",-6.116632,106.7795128,unknown,unknown,unknown
4.0,2.0,5500 Watt,2.0,2.0,11.0,19.0,Semi Furnished,800 m²,931 m²,,SHM - Sertifikat Hak Milik,,"Tebet, Jakarta Selatan",-6.2251223,106.8549881,Rp,Miliar,"29,8"
1.0,1.0,,2.0,2.0,2.0,3.0,Semi Furnished,150 m²,102 m²,,SHM - Sertifikat Hak Milik,,"Sunter, Jakarta Utara",-6.13717,106.86524,Rp,Miliar,"3,2"
,1.0,5500 Watt,2.0,3.0,3.0,3.0,Semi Furnished,204 m²,104 m²,,"Lainnya (PPJB,Girik,Adat,dll)",2023.0,"Lebak Bulus, Jakarta Selatan",-6.3031123,106.7794935,Rp,Miliar,"5,6"
2.0,2.0,,,4.0,4.0,4.0,Semi Furnished,700 m²,250 m²,,SHM - Sertifikat Hak Milik,2010.0,"Pluit, Jakarta Utara",-6.11555,106.78378,Rp,Miliar,10
2.0,2.0,5500 Watt,,3.0,6.0,7.0,Semi Furnished,360 m²,150 m²,,SHM - Sertifikat Hak Milik,2012.0,"Pluit, Jakarta Utara",-6.113894200000001,106.7853922,Rp,Miliar,"5,5"
,1.0,3500 Watt,2.0,2.0,3.0,3.0,Unfurnished,190 m²,180 m²,,SHM - Sertifikat Hak Milik,,"Cilandak, Jakarta Selatan",-6.277122299999999,106.7975781,Rp,Miliar,"3,9"
1.0,1.0,1300 Watt,,2.0,2.0,2.0,Unfurnished,41 m²,31 m²,,SHM - Sertifikat Hak Milik,2024.0,"Tanjung Priok, Jakarta Utara",-6.117760181427002,106.86982727050781,Rp,Juta,649
1.0,1.0,2200 Watt,,1.0,2.0,3.0,Unfurnished,140 m²,359 m²,,SHM - Sertifikat Hak Milik,,"Pasar Minggu, Jakarta Selatan",-6.289610499999999,106.8399623,Rp,Miliar,"4,4"
,1.0,4400 Watt,,4.0,5.0,4.0,Semi Furnished,264 m²,200 m²,,SHM - Sertifikat Hak Milik,,"Puri Indah, Jakarta Barat",-6.186580181121826,106.742919921875,Rp,Miliar,"5,25"
6.0,1.0,4400 Watt,2.0,1.0,4.0,7.0,Unfurnished,300 m²,1050 m²,,SHM - Sertifikat Hak Milik,,"Ragunan, Jakarta Selatan",-6.301752,106.8207875,Rp,Miliar,"17,5"
,,1300 Watt,,1.0,,,,140 m²,194 m²,,SHM - Sertifikat Hak Milik,,"Pejompongan, Jakarta Pusat",-6.2048089,106.8018225,Rp,Miliar,"5,9"
,,,,,1.0,1.0,Furnished,34 m²,,1.0,SHM - Sertifikat Hak Milik,2021.0,"TB Simatupang, Jakarta Selatan",-6.2965307,106.8275538,Rp,Miliar,"1,85"
,,,,,2.0,3.0,Semi Furnished,204 m²,,7.0,SHM - Sertifikat Hak Milik,,"Kemang, Jakarta Selatan",-6.266903877258301,106.82392883300781,Rp,Miliar,"5,9"
3.0,1.0,4400 Watt,,3.0,4.0,4.0,Unfurnished,310 m²,161 m²,,SHM - Sertifikat Hak Milik,,"Cilandak, Jakarta Selatan",-6.277122299999999,106.7975781,Rp,Miliar,"8,76"
2.0,2.0,,,4.0,4.0,3.0,Unfurnished,165 m²,55 m²,,SHM - Sertifikat Hak Milik,2023.0,"Mampang Prapatan, Jakarta Selatan",-6.2481661,106.8262565,Rp,Miliar,"3,9"
,,,,,2.0,2.0,Furnished,80 m²,,33.0,"Lainnya (PPJB,Girik,Adat,dll)",2012.0,"Cassablanca, Jakarta Selatan",-6.224890232086182,106.8404312133789,Rp,Miliar,"2,2"
,,,,,2.0,2.0,Furnished,77 m²,,,"Lainnya (PPJB,Girik,Adat,dll)",2000.0,"Pluit, Jakarta Utara",-6.11555,106.78378,unknown,unknown,unknown
,,,,2.0,,,,371 m²,371 m²,,SHM - Sertifikat Hak Milik,,"Tanjung Duren, Jakarta Barat",-6.1713515,106.7839175,Rp,Miliar,6
1.0,1.0,1300 Watt,,2.0,2.0,2.0,Unfurnished,54 m²,45 m²,,"Lainnya (PPJB,Girik,Adat,dll)",,"Pantai Indah Kapuk 2, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"1,4"
,2.0,7600 Watt,2.0,2.0,4.0,4.0,Unfurnished,300 m²,297 m²,,SHM - Sertifikat Hak Milik,1985.0,"Lebak Bulus, Jakarta Selatan",-6.3031123,106.7794935,Rp,Miliar,6
,1.0,,,3.0,4.0,4.0,,375 m²,230 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.12367,106.75318,Rp,Miliar,"9,7"
,,,,,2.0,3.0,Semi Furnished,128 m²,,,HGB - Hak Guna Bangunan,,"Kelapa Gading, Jakarta Utara",-6.161308699999999,106.9049822,Rp,Miliar,"1,7"
,,,,,2.0,2.0,Furnished,142 m²,,,HGB - Hak Guna Bangunan,,"Kelapa Gading, Jakarta Utara",-6.161308699999999,106.9049822,Rp,Miliar,"1,8"
1.0,1.0,2200 Watt,1.0,2.0,2.0,3.0,Unfurnished,52 m²,32 m²,,SHM - Sertifikat Hak Milik,2022.0,"Kalideres, Jakarta Barat",-6.14601,106.71096,Rp,Juta,737
,,,,,1.0,2.0,Furnished,36 m²,,,SHM - Sertifikat Hak Milik,,"Sunter, Jakarta Utara",-6.136937199999999,106.8620891,Rp,Juta,550
,,,,,1.0,1.0,Furnished,72 m²,,7.0,SHM - Sertifikat Hak Milik,2010.0,"Senayan, Jakarta Selatan",-6.2266758,106.8104633,Rp,Miliar,"2,6"
,,,,,1.0,2.0,Semi Furnished,88 m²,,10.0,SHM - Sertifikat Hak Milik,2000.0,"Taman Anggrek, Jakarta Barat",-6.1805021,106.7895181,Rp,Miliar,"1,25"
,,,,2.0,3.0,3.0,Semi Furnished,254 m²,198 m²,,SHM - Sertifikat Hak Milik,2020.0,"Cakung, Jakarta Timur",-6.18489,106.94493,Rp,Miliar,4
1.0,1.0,,2.0,2.0,3.0,3.0,Unfurnished,94 m²,71 m²,,SHM - Sertifikat Hak Milik,2024.0,"Cirendeu, Jakarta Selatan",-6.29764,106.76733,Rp,Miliar,"1,72"
6.0,2.0,,2.0,2.0,4.0,3.0,,600 m²,921 m²,,SHM - Sertifikat Hak Milik,,"Pasar Minggu, Jakarta Selatan",-6.2958654168123,106.84497704773,Rp,Miliar,16
,,,,1.0,1.0,3.0,,120 m²,145 m²,,SHM - Sertifikat Hak Milik,,"Pondok Indah, Jakarta Selatan",-6.2754,106.78206,Rp,Miliar,"4,6"
2.0,,19000 Watt,4.0,3.0,6.0,6.0,Semi Furnished,550 m²,336 m²,,SHM - Sertifikat Hak Milik,,"Kedoya, Jakarta Barat",-6.16802978515625,106.76290893554688,Rp,Miliar,14
1.0,1.0,,,2.0,2.0,2.0,Furnished,60 m²,46 m²,,SHM - Sertifikat Hak Milik,,"Pesanggrahan, Jakarta Selatan",-6.25618,106.75655,Rp,Miliar,"1,15"
,1.0,,1.0,2.0,11.0,24.0,Semi Furnished,400 m²,313 m²,,SHM - Sertifikat Hak Milik,,"Kemanggisan, Jakarta Barat",-6.19149,106.79429,Rp,Miliar,"5,3"
2.0,1.0,6600 Watt,2.0,1.0,3.0,4.0,Semi Furnished,350 m²,409 m²,,SHM - Sertifikat Hak Milik,,"Kebayoran Baru, Jakarta Selatan",-6.2456989371893,106.80892815857,Rp,Miliar,"19,3"
2.0,1.0,,2.0,2.0,2.0,3.0,Furnished,250 m²,205 m²,,SHM - Sertifikat Hak Milik,,"Kemang, Jakarta Selatan",-6.2777834,106.8114224,Rp,Miliar,"8,9"
,,2200 Watt,2.0,2.0,3.0,4.0,semi furnished,140 m²,105 m²,,SHM - Sertifikat Hak Milik,,"Citra Garden, Jakarta Barat",-6.1494199,106.71167,Rp,Miliar,"1,99"
1.0,1.0,1300 Watt,,1.0,1.0,2.0,Unfurnished,35 m²,66 m²,,SHM - Sertifikat Hak Milik,,"Palmerah, Jakarta Barat",-6.1942907,106.793333,Rp,Juta,278
1.0,1.0,2200 Watt,,1.0,1.0,2.0,Unfurnished,36 m²,72 m²,,SHM - Sertifikat Hak Milik,,"Kebayoran Lama, Jakarta Selatan",-6.2365997,106.7805858,Rp,Juta,400
1.0,1.0,,1.0,2.0,2.0,3.0,Unfurnished,50 m²,32 m²,,SHM - Sertifikat Hak Milik,2024.0,"Tanjung Priok, Jakarta Utara",-6.11776,106.86983,Rp,Juta,839
2.0,1.0,,2.0,2.0,4.0,5.0,Unfurnished,326 m²,479 m²,,SHM - Sertifikat Hak Milik,,"Rawamangun, Jakarta Timur",-6.19669,106.88843,unknown,unknown,unknown
2.0,1.0,,1.0,1.0,2.0,3.0,,200 m²,265 m²,,SHM - Sertifikat Hak Milik,2011.0,"Radio Dalam, Jakarta Selatan",-6.25618,106.7901,Rp,Miliar,"4,3"
,,,,,1.0,2.0,Semi Furnished,42 m²,,,SHM - Sertifikat Hak Milik,2008.0,"Tanjung Duren Selatan, Jakarta Barat",-6.17882,106.7898163,Rp,Juta,870
2.0,1.0,,2.0,2.0,5.0,4.0,Semi Furnished,250 m²,177 m²,,SHM - Sertifikat Hak Milik,2020.0,"Percetakan Negara, Jakarta Pusat",-6.18935,106.85756,Rp,Miliar,"3,4"
,2.0,,5.0,2.0,8.0,7.0,Semi Furnished,1050 m²,627 m²,,SHM - Sertifikat Hak Milik,2021.0,"Pondok Indah, Jakarta Selatan",-6.2775326,106.7794935,Rp,Miliar,45
,,7700 Watt,,3.0,6.0,6.0,Unfurnished,600 m²,820 m²,,SHM - Sertifikat Hak Milik,2016.0,"Kebayoran Baru, Jakarta Selatan",-6.2452337,106.7999471,Rp,Miliar,34
1.0,1.0,2200 Watt,1.0,2.0,3.0,5.0,Unfurnished,280 m²,180 m²,,SHM - Sertifikat Hak Milik,,"Cilandak, Jakarta Selatan",-6.33405,106.79344,Rp,Miliar,"4,6"
1.0,1.0,3300 Watt,1.0,2.0,4.0,5.0,Unfurnished,350 m²,263 m²,,SHM - Sertifikat Hak Milik,2000.0,"Cilandak, Jakarta Selatan",-6.33405,106.79344,Rp,Miliar,"6,5"
6.0,2.0,,4.0,2.0,5.0,5.0,Furnished,1000 m²,875 m²,,SHM - Sertifikat Hak Milik,2023.0,"Menteng, Jakarta Pusat",-6.19638,106.83789,Rp,Miliar,100
3.0,2.0,,4.0,1.0,5.0,7.0,Unfurnished,1000 m²,885 m²,,SHM - Sertifikat Hak Milik,2006.0,"Kebayoran Baru, Jakarta Selatan",-6.2456989371893,106.80892815857,Rp,Miliar,119
1.0,1.0,10000 Watt,1.0,1.0,4.0,4.0,Unfurnished,300 m²,365 m²,,SHM - Sertifikat Hak Milik,2015.0,"Fatmawati, Jakarta Selatan",-6.28041,106.79664,Rp,Miliar,"10,8"
10.0,,23000 Watt,4.0,2.0,6.0,5.0,Unfurnished,700 m²,957 m²,,SHM - Sertifikat Hak Milik,,"Lebak Bulus, Jakarta Selatan",-6.31254,106.80421,Rp,Miliar,"19,9"
1.0,1.0,,,3.0,3.0,3.0,Unfurnished,138 m²,60 m²,,SHM - Sertifikat Hak Milik,2024.0,"Pasar Minggu, Jakarta Selatan",-6.2958654168123,106.84497704773,Rp,Miliar,"2,54"
2.0,2.0,23000 Watt,4.0,3.0,4.0,4.0,Semi Furnished,900 m²,430 m²,,SHM - Sertifikat Hak Milik,2015.0,"Kebayoran Baru, Jakarta Selatan",-6.2452337,106.7999471,Rp,Miliar,"42,5"
3.0,1.0,7700 Watt,2.0,2.0,5.0,5.0,Semi Furnished,350 m²,408 m²,,SHM - Sertifikat Hak Milik,2015.0,"Tebet, Jakarta Selatan",-6.22584,106.85681,Rp,Miliar,"7,3"
2.0,,,,2.0,,,Unfurnished,464 m²,363 m²,,SHM - Sertifikat Hak Milik,,"Menteng, Jakarta Pusat",-6.1937297,106.8392111,Rp,Miliar,23
5.0,,,,2.0,4.0,5.0,Unfurnished,1600 m²,1860 m²,,SHM - Sertifikat Hak Milik,,"Kramat Jati, Jakarta Timur",-6.263320299999999,106.8656951,Rp,Miliar,"10,5"
,,,,,2.0,2.0,Furnished,170 m²,,,SHM - Sertifikat Hak Milik,2015.0,"Pakubuwono, Jakarta Selatan",-6.238702,106.786477,Rp,Miliar,"7,9"
1.0,,,1.0,2.0,3.0,3.0,Semi Furnished,250 m²,184 m²,,SHM - Sertifikat Hak Milik,,"Bintaro, Jakarta Selatan",-6.2678825,106.7617984,unknown,unknown,unknown
,,,,,2.0,3.0,,215 m²,600 m²,,,,"Petukangan, Jakarta Selatan",-6.2425078,106.7559004,unknown,unknown,unknown
,,,,,2.0,3.0,Unfurnished,196 m²,,,SHM - Sertifikat Hak Milik,2008.0,"Pakubuwono, Jakarta Selatan",-6.238702,106.786477,Rp,Miliar,"6,5"
,,,,1.0,8.0,23.0,Furnished,450 m²,94 m²,,HGB - Hak Guna Bangunan,,"Gambir, Jakarta Pusat",-6.1673595,106.8209277,Rp,Miliar,"6,95"
,,,,,1.0,2.0,Semi Furnished,88 m²,,,HGB - Hak Guna Bangunan,,"Taman Anggrek, Jakarta Barat",-6.1585,106.747,Rp,Miliar,"1,4"
,,,,1.0,,,,,300 m²,,SHM - Sertifikat Hak Milik,,"Pluit, Jakarta Utara",-6.1155500411987305,106.78378295898438,Rp,Miliar,"8,6"
,,,,,5.0,4.0,Furnished,385 m²,,,SHM - Sertifikat Hak Milik,2011.0,"Pakubuwono, Jakarta Selatan",-6.238702,106.786477,Rp,Miliar,"23,5"
,,,,,3.0,4.0,,209 m²,,,,2020.0,"Senen, Jakarta Pusat",-6.173844000000001,106.85074199999997,Rp,Miliar,"3,3"
,,,,,2.0,3.0,Furnished,188 m²,,9.0,HGB - Hak Guna Bangunan,,"Pakubuwono, Jakarta Selatan",-6.23513,106.79167,Rp,Miliar,"7,8"
2.0,,,4.0,2.0,4.0,4.0,,603 m²,264 m²,,SHM - Sertifikat Hak Milik,,"Pondok Indah, Jakarta Selatan",-6.2775326,106.7794935,Rp,Miliar,"17,5"
,,,,2.0,3.0,4.0,,400 m²,260 m²,,SHM - Sertifikat Hak Milik,,"Pondok Indah, Jakarta Selatan",-6.2775326,106.7794935,Rp,Miliar,"8,9"
,,,,1.0,2.0,3.0,Unfurnished,180 m²,373 m²,,SHM - Sertifikat Hak Milik,,"Pondok Indah, Jakarta Selatan",-6.2754,106.78206,Rp,Miliar,18
1.0,,,,,4.0,4.0,Unfurnished,207 m²,103 m²,,SHM - Sertifikat Hak Milik,,"Kalibata, Jakarta Selatan",-6.26432,106.84216,Rp,Miliar,"3,5"
1.0,1.0,2200 Watt,1.0,1.0,2.0,2.0,Semi Furnished,140 m²,230 m²,,SHM - Sertifikat Hak Milik,,"Petukangan, Jakarta Selatan",-6.2425078,106.7559004,Rp,Miliar,"2,5"
2.0,1.0,4400 Watt,,2.0,4.0,4.0,Semi Furnished,250 m²,198 m²,,SHM - Sertifikat Hak Milik,,"Lebak Bulus, Jakarta Selatan",-6.3031123,106.7794935,Rp,Miliar,"7,5"
,,4400 Watt,,2.0,3.0,3.0,Unfurnished,139 m²,186 m²,,SHM - Sertifikat Hak Milik,,"Bintaro, Jakarta Selatan",-6.274519920349121,106.7695083618164,unknown,unknown,unknown
2.0,1.0,2200 Watt,,2.0,2.0,2.0,Unfurnished,200 m²,261 m²,,SHM - Sertifikat Hak Milik,1990.0,"Cilandak, Jakarta Selatan",-6.33405,106.79344,Rp,Miliar,"4,5"
1.0,1.0,2200 Watt,1.0,2.0,2.0,2.0,Unfurnished,74 m²,60 m²,,SHM - Sertifikat Hak Milik,2023.0,"Kelapa Gading, Jakarta Utara",-6.161308699999999,106.9049822,Rp,Miliar,"1,3"
1.0,1.0,2200 Watt,1.0,2.0,2.0,3.0,Unfurnished,91 m²,60 m²,,SHM - Sertifikat Hak Milik,2022.0,"Kelapa Gading, Jakarta Utara",-6.161308699999999,106.9049822,Rp,Miliar,"1,7"
,,,,,2.0,3.0,Furnished,140 m²,,19.0,SHM - Sertifikat Hak Milik,2014.0,"Gandaria, Jakarta Selatan",-6.2706081,106.7957153,Rp,Miliar,"3,4"
2.0,,3500 Watt,,2.0,3.0,3.0,,110 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Duren Sawit, Jakarta Timur",-6.2321915,106.9152021,Rp,Miliar,"2,1"
3.0,2.0,4400 Watt,,3.0,3.0,4.0,Unfurnished,246 m²,120 m²,,SHM - Sertifikat Hak Milik,2023.0,"Pesanggrahan, Jakarta Selatan",-6.2365273,106.751266,Rp,Miliar,"5,87"
1.0,1.0,2200 Watt,,2.0,3.0,4.0,,150 m²,162 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,55"
1.0,1.0,,,2.0,2.0,3.0,,150 m²,105 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.35611,106.89511,Rp,Miliar,"1,55"
1.0,1.0,,,2.0,2.0,3.0,,200 m²,300 m²,,SHM - Sertifikat Hak Milik,,"Legenda Wisata, Jakarta Timur",-6.2250138,106.9004472,Rp,Miliar,"2,85"
